epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.3319433331489563,0.5514842569828033,1.2374550700187683,0.06678188219666481
1,1.255317211151123,0.5674555003643036,1.0994486808776855,0.8464131653308868
2,0.9488485753536224,0.6782282441854477,0.9930916130542755,0.8907132744789124
3,0.8909504413604736,0.704476073384285,1.042395442724228,0.4440004862844944
4,0.880039319396019,0.7000108510255814,0.9568064510822296,0.7380126714706421
5,0.8114875257015228,0.720646008849144,0.9391955733299255,0.9237927794456482
6,0.7857125550508499,0.7356066405773163,1.1326762735843658,0.5046848505735397
7,0.7722669765353203,0.735032469034195,0.9435600340366364,0.48775725811719894
8,0.7842358648777008,0.7266734838485718,1.0502863228321075,0.4811413437128067
9,0.7697933316230774,0.7296507209539413,1.1329060792922974,0.9003896415233612
10,0.7221480570733547,0.7594703435897827,1.3294729590415955,0.49489621818065643
11,0.5808182656764984,0.8311624825000763,1.1168666183948517,0.9069712162017822
12,0.35298408195376396,0.9321737587451935,0.8018449246883392,0.9131077229976654
13,0.30695001780986786,0.9429403245449066,0.8332798779010773,0.8992920219898224
14,0.26255083456635475,0.9521635472774506,0.9486173093318939,0.9278915822505951
15,0.20875592157244682,0.9632727801799774,1.1711182594299316,0.888586699962616
16,0.18971004337072372,0.9664086997509003,1.1693682372570038,0.8722632527351379
17,0.17805091105401516,0.9676321744918823,0.9325447082519531,0.9355021715164185
18,0.16500359028577805,0.9683641791343689,1.2968997657299042,0.8942546844482422
19,0.14437288604676723,0.9731390178203583,1.2810004949569702,0.8539036512374878
