epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.3700417876243591,0.5561056435108185,1.357178509235382,0.5290672332048416
1,1.3077029585838318,0.600997656583786,1.3277250528335571,0.6358336210250854
2,1.2566378116607666,0.6053760647773743,1.2833604216575623,0.6407788395881653
3,1.2044394612312317,0.6235643476247787,1.256942868232727,0.5820115655660629
4,1.1524629294872284,0.664483368396759,1.456990897655487,0.444878488779068
5,1.0299930274486542,0.6771031320095062,1.2751621007919312,0.5698608458042145
6,0.9928532540798187,0.7083396017551422,1.3625972867012024,0.6512501835823059
7,0.838956356048584,0.7997287511825562,1.8392889499664307,0.49288196861743927
8,0.8748938739299774,0.7559579312801361,1.4075395464897156,0.7166957259178162
9,0.7290235161781311,0.8350647687911987,1.5141539573669434,0.6562909185886383
10,0.5066741555929184,0.8877784311771393,1.5806815028190613,0.7482921481132507
11,0.46032948791980743,0.9007418155670166,1.386258602142334,0.7213995456695557
12,0.4243425875902176,0.9111486673355103,1.4591202139854431,0.7430919706821442
13,0.38653429597616196,0.9207400381565094,1.3247153759002686,0.7718308866024017
14,0.34821611642837524,0.9298235177993774,1.7246913313865662,0.7489679753780365
15,0.19671344757080078,0.9624073803424835,2.007743775844574,0.7761822044849396
16,0.16978132724761963,0.9682603776454926,2.1423882842063904,0.7767452299594879
17,0.16436466202139854,0.9690636694431305,2.1483107209205627,0.7545521557331085
18,0.14164669439196587,0.9732961654663086,2.582567811012268,0.7636029720306396
19,0.14158912375569344,0.9734735786914825,2.475197911262512,0.7711252272129059
