epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.3946980237960815,0.46595729887485504,1.3067834377288818,0.49615321680903435
1,1.423708200454712,0.46640025079250336,1.3694468140602112,0.06881256215274334
2,1.42063969373703,0.4636102169752121,1.2829460501670837,0.9306702017784119
3,1.4299010634422302,0.4419103264808655,1.2906915545463562,0.9010666310787201
4,1.388443112373352,0.4785865694284439,1.195893108844757,0.5110009424388409
5,1.3143616914749146,0.5828902274370193,1.3390766382217407,0.25237609446048737
6,1.297878623008728,0.5543127059936523,1.2776179313659668,0.3144211620092392
7,1.2875258326530457,0.6326711177825928,1.2676450610160828,0.928888589143753
8,1.221814751625061,0.6969138085842133,1.3551453948020935,0.5326797366142273
9,1.1638177633285522,0.7061937749385834,1.21144700050354,0.6373434215784073
10,1.027176022529602,0.7345552444458008,1.6263129711151123,0.7265430092811584
11,0.928967297077179,0.7623375654220581,1.4264336228370667,0.5937061309814453
12,0.8949543535709381,0.7697988450527191,2.0442628860473633,0.6757345795631409
13,0.8569087982177734,0.7795527279376984,2.013494074344635,0.8621472716331482
14,0.8167543113231659,0.7829684615135193,1.9240373373031616,0.8564995229244232
15,0.5842376351356506,0.8496866524219513,2.4814565181732178,0.7461954355239868
16,0.5911007523536682,0.8550621271133423,1.556496500968933,0.6874735951423645
17,0.4933680295944214,0.879918098449707,1.779778003692627,0.6916464567184448
18,0.6530306935310364,0.8277060091495514,2.1442845463752747,0.7654846608638763
19,0.476109117269516,0.8795619010925293,1.7197138667106628,0.7289596498012543
