epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.1367536261677742,0.7400892972946167,0.12066546082496643,0.7880547940731049
1,0.11501430720090866,0.7820815443992615,0.13358698785305023,0.7907331585884094
2,0.10460975393652916,0.8119728267192841,0.10071340203285217,0.8174777030944824
3,0.09023408591747284,0.8471539318561554,0.12347309291362762,0.803501695394516
4,0.08415248990058899,0.8608750700950623,0.12353559955954552,0.8277088403701782
5,0.055003438144922256,0.9109019935131073,0.17292900383472443,0.7984844744205475
6,0.04762289859354496,0.9262519180774689,0.2235809601843357,0.8107559680938721
7,0.042968614026904106,0.9348969459533691,0.183285653591156,0.8099976778030396
8,0.03995664604008198,0.9399775266647339,0.20843485742807388,0.8077956438064575
9,0.033357832580804825,0.9500438570976257,0.1717919260263443,0.7874268889427185
10,0.017376022413372993,0.9770890474319458,0.2079838141798973,0.8018547892570496
11,0.014649811200797558,0.9813593924045563,0.2314145565032959,0.8111452162265778
12,0.013258146122097969,0.9826785922050476,0.2956007570028305,0.7814030945301056
13,0.01607063878327608,0.980648398399353,0.2654365375638008,0.7948511242866516
14,0.012801998760551214,0.984713226556778,0.24471697956323624,0.8020473718643188
15,0.004294599522836506,0.9956950545310974,0.30147724598646164,0.8079573810100555
16,0.005554399220272899,0.9941695332527161,0.30232637375593185,0.8187993764877319
17,0.0033563810866326094,0.9962025284767151,0.3827119767665863,0.807978093624115
18,0.005515917204320431,0.9927452504634857,0.3848422169685364,0.793090432882309
19,0.004163697478361428,0.9949824213981628,0.3251689448952675,0.7783456146717072
