epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.1057245060801506,0.7146458625793457,0.10419236123561859,0.6998308002948761
1,0.08942288160324097,0.7821496427059174,0.09227128699421883,0.800216943025589
2,0.08038010075688362,0.8058711290359497,0.14936348050832748,0.5435545742511749
3,0.0686488226056099,0.8433554470539093,0.11707800254225731,0.6865977644920349
4,0.03983464650809765,0.9162178933620453,0.20755665004253387,0.8265273571014404
5,0.036046238616108894,0.9252369403839111,0.2444997951388359,0.6291505992412567
6,0.03163500130176544,0.9361474812030792,0.13186627253890038,0.8051040768623352
7,0.029206310398876667,0.9391298294067383,0.1426120102405548,0.7914309203624725
8,0.025232925079762936,0.9501093327999115,0.1490025669336319,0.759000301361084
9,0.009142325259745121,0.9833240211009979,0.23379141092300415,0.8126954138278961
10,0.009457109495997429,0.9833907783031464,0.28506553173065186,0.8309725522994995
11,0.007623000768944621,0.9861006438732147,0.2159523144364357,0.7630603909492493
12,0.008658511564135551,0.9858280718326569,0.3005698174238205,0.8131981790065765
13,0.007925543235614896,0.9869846403598785,0.2672749012708664,0.8104651272296906
14,0.0017647112836129963,0.9980337619781494,0.26886069774627686,0.8133320510387421
15,0.0011545176093932241,0.9985760152339935,0.2772993668913841,0.804792046546936
16,0.0015178796311374754,0.9971512854099274,0.34425197541713715,0.8180150091648102
17,0.0008118818077491596,0.9993216693401337,0.3059440553188324,0.8107317090034485
18,0.0015812850324437022,0.9978311061859131,0.3139945864677429,0.8130654692649841
