epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.380993664264679,0.5102735757827759,1.3816858530044556,0.7389999330043793
1,1.3983470797538757,0.46264417469501495,1.3849855065345764,0.7397511303424835
2,1.3887699842453003,0.4873396307229996,1.3793857097625732,0.4977780878543854
3,1.3794153332710266,0.5089164972305298,1.3971226811408997,0.5190282613039017
4,1.3808784484863281,0.5218860954046249,1.3726322054862976,0.5087125301361084
5,1.3973761200904846,0.443749338388443,1.3823186159133911,0.2638974189758301
6,1.3906371593475342,0.43822798132896423,1.3820855021476746,0.28109200298786163
7,1.3877239227294922,0.4589764326810837,1.3887776136398315,0.2677324116230011
8,1.3926136493682861,0.440632164478302,1.3833526968955994,0.5136566758155823
9,1.364383041858673,0.4876996874809265,1.2738102674484253,0.5236932262778282
10,1.2160439491271973,0.6242845356464386,1.1807523667812347,0.521242156624794
11,1.1094211339950562,0.6802164018154144,1.068906545639038,0.6585991084575653
12,1.010110080242157,0.7364585399627686,1.0526629984378815,0.717818021774292
13,0.8952768743038177,0.7771699130535126,1.0523781776428223,0.709039717912674
14,0.8295075595378876,0.7997262477874756,1.021443396806717,0.741323858499527
15,0.6178549528121948,0.8549567759037018,1.1575778424739838,0.7015374302864075
16,0.5690911263227463,0.8691821694374084,1.5069662928581238,0.795292317867279
17,0.5323700308799744,0.8811661601066589,1.2662633061408997,0.7902476191520691
18,0.4773622900247574,0.8931539058685303,1.1890484690666199,0.783385694026947
19,0.4520614296197891,0.9021656215190887,1.2841429114341736,0.8052201867103577
