epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.4745103418827057,0.7694013118743896,0.5363436043262482,0.8171392679214478
1,0.21182648837566376,0.9185343384742737,0.2835279852151871,0.9044338464736938
2,0.1824844628572464,0.9302700161933899,0.3676154911518097,0.9089964330196381
3,0.16108015924692154,0.9398293495178223,0.3581658601760864,0.9069166481494904
4,0.13577908277511597,0.9496258497238159,0.3672400265932083,0.8845986127853394
5,0.09085699543356895,0.9655691385269165,0.3934847116470337,0.9090042412281036
6,0.07184155657887459,0.975013017654419,0.4300622045993805,0.8896468579769135
7,0.06187826953828335,0.9769879877567291,0.45430001616477966,0.9125721752643585
8,0.06414710357785225,0.9765394926071167,0.4688592255115509,0.9079549610614777
9,0.048759570345282555,0.9835301339626312,0.5323127508163452,0.8896515369415283
10,0.023257410153746605,0.9926442205905914,0.6211716830730438,0.9237849712371826
11,0.01938758324831724,0.9924794733524323,0.6461452841758728,0.9034126400947571
12,0.01769911078736186,0.9933269023895264,0.9312821626663208,0.9090026915073395
13,0.02106671780347824,0.9927695691585541,0.8118188083171844,0.8972886204719543
14,0.012837046291679144,0.9952327311038971,0.7421452105045319,0.9207448065280914
15,0.006425715750083327,0.9980356097221375,0.7942236959934235,0.9263301491737366
16,0.003794795135036111,0.998988538980484,0.9096096754074097,0.9125550091266632
17,0.005989609402604401,0.9977223873138428,0.9033523499965668,0.914611428976059
18,0.0068060599733144045,0.9976036250591278,0.8034632503986359,0.9115712642669678
19,0.004515925946179777,0.9983587563037872,0.9763839542865753,0.9069649875164032
