epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.26769721508026123,0.9217569530010223,0.27469953894615173,0.9293898344039917
1,0.25430600345134735,0.9157248437404633,0.27219071984291077,0.9293921589851379
2,0.24186532199382782,0.9155658483505249,0.28523650765419006,0.9250715970993042
3,0.2195361778140068,0.9249720573425293,0.2872106432914734,0.9064793288707733
4,0.19287706911563873,0.9293045699596405,0.272947333753109,0.9069876074790955
5,0.1497400626540184,0.9420276582241058,0.31709857285022736,0.9095195233821869
6,0.1355166733264923,0.947041779756546,0.5000649988651276,0.8929017782211304
7,0.12502997368574142,0.952989250421524,0.32637543976306915,0.9197189211845398
8,0.11759569123387337,0.9576540291309357,0.44509314000606537,0.8922045230865479
9,0.10666191950440407,0.9606317579746246,0.42161473631858826,0.9306663274765015
10,0.058021148666739464,0.9790580868721008,0.5714510679244995,0.9219963252544403
11,0.04895327612757683,0.9825396239757538,0.5895568132400513,0.9094922244548798
12,0.047601932659745216,0.982966810464859,0.5705232620239258,0.922517865896225
13,0.03901679441332817,0.9859376847743988,0.6260193586349487,0.9197041094303131
14,0.04204373899847269,0.9848265647888184,0.6779682338237762,0.8931703567504883
15,0.012171249138191342,0.9960449635982513,0.7230158448219299,0.9135691821575165
16,0.010008255252614617,0.9974071383476257,1.0094216465950012,0.9209595322608948
17,0.014153270749375224,0.9962119460105896,0.8071776032447815,0.918436199426651
18,0.009388828184455633,0.9969822466373444,0.7849343717098236,0.905664324760437
19,0.01331214769743383,0.9963028430938721,0.723467230796814,0.8987666070461273
