epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.0359333753585815,0.7381627559661865,0.9294073283672333,0.8241402506828308
1,0.8691474795341492,0.7970759868621826,0.9217382073402405,0.809091180562973
2,0.8207519054412842,0.8153044879436493,0.8920990824699402,0.8166016936302185
3,0.7855706512928009,0.8273778855800629,0.9822748899459839,0.8257068395614624
4,0.7633131444454193,0.8355143666267395,1.0113249123096466,0.7943885922431946
5,0.6083009541034698,0.8696413338184357,0.9159709513187408,0.8225889205932617
6,0.5520395636558533,0.8844356834888458,1.3986050188541412,0.7780021727085114
7,0.4946476221084595,0.8985913097858429,1.1451783180236816,0.8087299168109894
8,0.4584345519542694,0.9060238599777222,0.9987391531467438,0.8278100788593292
9,0.43702532351017,0.907972663640976,1.173706829547882,0.8063433766365051
10,0.24543404579162598,0.9517748653888702,1.5740087628364563,0.8299846053123474
11,0.21739628165960312,0.9543728530406952,1.6554937362670898,0.8224265873432159
12,0.20553883165121078,0.9588993787765503,2.096677541732788,0.8201633095741272
13,0.18963439017534256,0.9638322591781616,1.8885082006454468,0.8246876895427704
14,0.1638409122824669,0.9677834212779999,2.155921161174774,0.7944230437278748
15,0.07106421329081059,0.9870876967906952,2.7520835399627686,0.8312395811080933
16,0.06627416890114546,0.9870956838130951,2.6560648679733276,0.8171447217464447
17,0.05953373573720455,0.9886154234409332,3.3494675159454346,0.7978764474391937
18,0.06325829960405827,0.9888686835765839,3.237689256668091,0.810101717710495
19,0.054880459792912006,0.9905636310577393,3.3114200830459595,0.82176873087883
