epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.5150449275970459,0.779812753200531,0.567695826292038,0.7328701615333557
1,0.42819635570049286,0.8289474248886108,0.4911064952611923,0.7778639197349548
2,0.384376585483551,0.8474685251712799,0.48490336537361145,0.8016283810138702
3,0.3661266416311264,0.8574910759925842,0.44023987650871277,0.8378541767597198
4,0.3270096331834793,0.8728682398796082,0.4750656336545944,0.8243783116340637
5,0.2215110957622528,0.9177069067955017,0.5591929852962494,0.8133733570575714
6,0.2106591984629631,0.9190803170204163,0.5763145089149475,0.8258799612522125
7,0.18265631049871445,0.9350784122943878,0.8759071230888367,0.7904005646705627
8,0.171415776014328,0.9379241466522217,0.6073966920375824,0.8450486958026886
9,0.14058301597833633,0.9487514495849609,0.53962342441082,0.8353008925914764
10,0.06592956557869911,0.9770504236221313,1.0054502487182617,0.8298244774341583
11,0.05552991107106209,0.9823810756206512,0.915145069360733,0.8251355290412903
12,0.05030442588031292,0.9825507402420044,0.9590714573860168,0.83379065990448
13,0.041981328278779984,0.9854524433612823,0.9505587816238403,0.8286344110965729
14,0.0403988566249609,0.9877910017967224,1.0839241743087769,0.8443627655506134
15,0.014573268126696348,0.9958862662315369,1.2376672625541687,0.8457908928394318
16,0.009901994606480002,0.9974145889282227,1.3676533102989197,0.8440101146697998
17,0.01210187585093081,0.996611088514328,1.2758130431175232,0.8457584381103516
18,0.011720686219632626,0.9961235821247101,1.453786849975586,0.8415650427341461
19,0.009755773935467005,0.9971736073493958,1.5049191117286682,0.8281086385250092
